Year,Team,Rec_Rec,Rec_Yds,Rec_Avg,Rec_Lg,Rec_TD,Def_Int,Def_Yds,Def_Avg,Def_Lg,Def_TD,Def_Solo,Def_Ast,Def_Tot,Def_Sack,Def_YdsL,Kick_PAT_Comp,Kick_PAT_Att,Kick_FG_Comp,Kick_FG_Att,Kick_0-19_Comp,Kick_0-19_Att,Kick_20-29_Comp,Kick_20-29_Att,Kick_30-39_Comp,Kick_30-39_Att,Kick_40-49_Comp,Kick_40-49_Att,Kick_50+_Comp,Kick_50+_Att,Kick_Lg,Kick_Pts,KReturn_Num,KReturn_Yds,KReturn_Avg,KReturn_FC,KReturn_Lg,KReturn_TD,Kickoff_Num,Kickoff_Yds,Kickoff_Avg,Kickoff_Lg,Kickoff_TB,Kickoff_OB,Kickoff_Ret,Kickoff_RYds,Kickoff_TD,Pass_Att,Pass_Cmp,Pass_Pct,Pass_Yds,Pass_YPA,Pass_TD,Pass_TD%,Pass_Int,Pass_Int%,Pass_Lg,Pass_Sack,Pass_Loss,Pass_Rate,PReturn_Num,PReturn_Yds,PReturn_Avg,PReturn_FC,PReturn_Lg,PReturn_TD,Rush_Att,Rush_Gain,Rush_Loss,Rush_Yds,Rush_Avg,Rush_Lg,Rush_TD,Scor_Pts,Scor_Tot,Scor_R,Scor_P,Scor_KR,Scor_PR,Scor_IR,Scor_FR,Scor_BK,Scor_BP,Scor_FGR,Scor_PAT_Comp,Scor_PAT_Att,Scor_FG_Comp,Scor_FG_Att,Scor_Conv,Scor_Saf,Punt_Punts,Punt_Yds,Punt_Avg,Punt_Lg,Punt_TB,Punt_In20,Punt_Blk,Punt_Net,Punt_Ret,Punt_RYds
2011.00,MIA,210.00,2695.00,11.26,0.00,21.00,6.00,74.00,14.80,0.00,1.00,133.00,84.00,217.00,1.00,8.00,39.00,39.00,11.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.00,52.00,1121.00,18.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,466.00,291.00,62.00,3120.00,5.90,32.00,7.25,12.00,1.30,0.00,0.00,0.00,133.00,19.00,208.00,8.99,0.00,0.00,1.00,383.00,1597.00,54.00,1543.00,4.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,65.00,2438.00,37.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2011.00,BC,156.00,1871.00,11.90,0.00,12.00,13.00,128.00,6.74,0.00,1.00,282.00,231.00,513.00,5.50,30.00,26.00,27.00,10.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.00,70.00,1396.00,18.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,433.00,233.00,68.60,2524.00,15.10,14.00,2.27,16.00,2.47,0.00,0.00,0.00,197.97,17.00,98.00,4.00,0.00,0.00,0.00,413.00,2267.00,226.00,2041.00,4.19,0.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,57.00,2249.00,39.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2011.00,FSU,229.00,3224.00,13.41,0.00,23.00,16.00,189.00,13.17,0.00,1.00,345.00,155.00,500.00,18.00,129.00,44.00,44.00,22.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110.00,46.00,921.00,17.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,322.00,173.00,63.40,2014.00,10.05,12.00,0.95,10.00,13.20,0.00,0.00,0.00,124.50,15.00,78.00,2.31,0.00,0.00,0.00,383.00,1766.00,93.00,1673.00,5.03,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,69.00,2657.00,38.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2011.00,GT,66.00,1528.00,21.42,0.00,9.00,13.00,179.00,11.54,0.00,3.00,208.00,153.00,361.00,9.00,64.00,57.00,57.00,11.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,30.00,795.00,24.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,383.00,247.00,63.20,3341.00,9.00,25.00,7.75,12.00,4.10,0.00,0.00,0.00,156.00,40.00,417.00,5.79,0.00,0.00,1.00,416.00,1846.00,326.00,1520.00,8.13,0.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,57.00,2681.00,47.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2011.00,LOU,242.00,2749.00,11.36,NULL,19.00,10.00,115.00,11.50,NULL,1.00,338.00,163.00,501.00,11.00,89.00,33.00,35.00,12.00,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,69.00,45.00,1085.00,24.11,NULL,NULL,1.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,381.00,243.00,63.78,2749.00,7.22,19.00,4.99,13.00,3.41,NULL,NULL,NULL,273.60,19.00,94.00,4.95,NULL,NULL,0.00,458.00,1988.00,392.00,1596.00,3.48,NULL,13.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,NULL,NULL,45.00,1726.00,38.40,NULL,NULL,NULL,0.00,NULL,NULL,NULL
2010.00,DUKE,269.00,3055.00,10.38,0.00,14.00,8.00,63.00,7.57,0.00,0.00,213.00,243.00,456.00,1.00,7.00,32.00,32.00,21.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,42.00,807.00,16.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,163.00,82.00,38.67,1850.00,9.17,11.00,2.43,8.00,1.77,0.00,0.00,0.00,120.23,14.00,141.00,9.21,0.00,0.00,0.00,706.00,4341.00,217.00,4124.00,7.56,0.00,44.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,36.00,1429.00,39.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010.00,MIA,213.00,2856.00,11.38,0.00,19.00,16.00,155.00,9.93,0.00,2.00,266.00,241.00,507.00,8.00,34.00,37.00,40.00,13.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76.00,68.00,1419.00,18.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,488.00,295.00,26.73,3256.00,3.10,14.00,0.75,19.00,3.20,0.00,0.00,0.00,48.93,23.00,188.00,6.06,0.00,0.00,0.00,322.00,1478.00,79.00,1399.00,5.98,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,55.00,2262.00,41.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010.00,UNC,272.00,3338.00,11.68,0.00,17.00,19.00,287.00,14.08,0.00,2.00,285.00,180.00,465.00,7.00,48.00,38.00,38.00,19.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.00,50.00,914.00,16.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,389.00,219.00,42.02,2791.00,3.66,27.00,22.94,10.00,1.30,0.00,0.00,0.00,145.96,34.00,576.00,8.52,0.00,0.00,2.00,371.00,1978.00,137.00,1841.00,5.41,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,67.00,2796.00,41.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010.00,NCST,304.00,3526.00,10.53,0.00,27.00,9.00,164.00,12.57,0.00,2.00,254.00,191.00,445.00,14.50,105.00,49.00,50.00,21.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,112.00,45.00,917.00,15.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,424.00,283.00,58.40,3432.00,7.55,19.00,2.25,9.00,1.05,0.00,0.00,0.00,127.15,15.00,128.00,11.25,0.00,0.00,0.00,350.00,1874.00,88.00,1786.00,6.94,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,46.00,1725.00,37.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010.00,PITT,230.00,2616.00,11.37,NULL,16.00,13.00,126.00,9.69,NULL,1.00,264.00,137.00,401.00,9.50,68.00,30.00,32.00,18.00,19.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84.00,51.00,1040.00,20.39,NULL,NULL,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,357.00,230.00,64.43,2616.00,7.33,16.00,4.48,11.00,3.08,NULL,NULL,NULL,197.80,28.00,344.00,12.29,NULL,NULL,0.00,467.00,2434.00,262.00,2172.00,-0.81,NULL,24.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,NULL,NULL,45.00,2014.00,44.80,NULL,NULL,NULL,0.00,NULL,NULL,NULL
2010.00,SYR,205.00,2375.00,11.59,NULL,19.00,9.00,211.00,23.44,NULL,0.00,300.00,157.00,457.00,8.50,58.00,41.00,43.00,14.00,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83.00,48.00,1079.00,22.48,NULL,NULL,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,364.00,205.00,56.32,2375.00,6.52,19.00,5.22,8.00,2.20,NULL,NULL,NULL,253.10,32.00,294.00,9.19,NULL,NULL,0.00,438.00,2157.00,316.00,1841.00,13.92,NULL,13.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,NULL,NULL,64.00,2806.00,43.80,NULL,NULL,NULL,0.00,NULL,NULL,NULL
2010.00,FSU,230.00,2756.00,11.25,0.00,22.00,15.00,185.00,14.15,0.00,1.00,310.00,141.00,451.00,4.50,26.00,53.00,53.00,22.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,119.00,45.00,855.00,15.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,542.00,319.00,75.87,3655.00,6.60,28.00,1.77,14.00,0.90,0.00,0.00,0.00,135.30,22.00,205.00,11.62,0.00,0.00,2.00,446.00,1908.00,279.00,1629.00,3.70,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,33.00,1233.00,37.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010.00,UVA,242.00,2970.00,11.24,0.00,16.00,11.00,165.00,11.17,0.00,0.00,101.00,109.00,210.00,3.50,29.00,37.00,37.00,11.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,57.00,1169.00,15.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,394.00,250.00,57.85,2938.00,12.28,24.00,2.75,13.00,26.75,0.00,0.00,0.00,116.55,32.00,318.00,7.07,0.00,0.00,1.00,487.00,2756.00,325.00,2431.00,5.43,0.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,50.00,2214.00,44.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010.00,VT,186.00,2759.00,13.64,0.00,23.00,23.00,364.00,14.05,0.00,2.00,207.00,96.00,303.00,0.00,0.00,53.00,56.00,21.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,116.00,50.00,1107.00,23.05,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,441.00,262.00,77.46,3186.00,13.48,20.00,35.02,17.00,3.48,0.00,0.00,0.00,299.24,20.00,133.00,5.99,0.00,0.00,0.00,362.00,1776.00,58.00,1718.00,8.54,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,49.00,2066.00,42.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010.00,CLEM,214.00,2301.00,10.13,0.00,14.00,15.00,189.00,8.98,0.00,2.00,264.00,163.00,427.00,16.50,115.00,36.00,37.00,14.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78.00,50.00,1136.00,21.09,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,341.00,200.00,52.95,2850.00,6.40,24.00,3.80,5.00,0.80,0.00,0.00,0.00,117.75,21.00,261.00,11.79,0.00,0.00,1.00,559.00,3189.00,379.00,2810.00,5.95,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,60.00,2639.00,44.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010.00,WF,146.00,1565.00,10.51,0.00,8.00,11.00,113.00,6.00,0.00,1.00,170.00,113.00,283.00,1.00,6.00,31.00,31.00,12.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.00,45.00,1018.00,18.45,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,408.00,230.00,34.98,2543.00,2.12,17.00,18.30,14.00,1.33,0.00,0.00,0.00,110.55,30.00,331.00,8.83,0.00,0.00,0.00,439.00,2077.00,255.00,1822.00,4.44,0.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,60.00,2563.00,42.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010.00,BC,164.00,2104.00,12.91,0.00,12.00,20.00,313.00,20.13,0.00,2.00,315.00,152.00,467.00,7.50,41.00,24.00,25.00,22.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,69.00,1420.00,14.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,302.00,166.00,42.07,1726.00,9.52,9.00,11.60,10.00,1.88,0.00,0.00,0.00,156.47,14.00,133.00,9.69,0.00,0.00,0.00,452.00,2263.00,352.00,1911.00,4.32,0.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,71.00,2633.00,37.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010.00,GT,36.00,549.00,14.22,0.00,4.00,8.00,214.00,21.71,0.00,2.00,171.00,127.00,298.00,1.00,10.00,37.00,38.00,15.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82.00,54.00,983.00,13.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,350.00,180.00,39.45,2225.00,4.78,13.00,2.93,19.00,4.43,0.00,0.00,0.00,80.45,25.00,114.00,4.22,0.00,0.00,0.00,392.00,1905.00,58.00,1847.00,4.65,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,79.00,3282.00,41.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010.00,LOU,213.00,2462.00,11.56,NULL,22.00,9.00,104.00,11.56,NULL,1.00,243.00,77.00,320.00,14.50,105.00,40.00,40.00,18.00,25.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,94.00,44.00,1147.00,26.07,NULL,NULL,1.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,363.00,217.00,59.78,2522.00,6.95,22.00,6.06,8.00,2.20,NULL,NULL,NULL,524.90,23.00,290.00,12.61,NULL,NULL,1.00,462.00,2562.00,252.00,2310.00,60.05,NULL,17.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,NULL,NULL,37.00,1497.00,40.50,NULL,NULL,NULL,0.00,NULL,NULL,NULL
2009.00,DUKE,291.00,3568.00,11.02,0.00,22.00,8.00,162.00,6.20,0.00,2.00,106.00,94.00,200.00,2.00,6.00,33.00,33.00,19.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,53.00,1057.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,166.00,64.00,39.05,1091.00,6.60,9.00,5.00,7.00,4.35,0.00,0.00,0.00,102.40,23.00,134.00,3.78,0.00,0.00,0.00,749.00,4522.00,310.00,4212.00,6.81,0.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2009.00,UNC,190.00,2019.00,10.12,0.00,13.00,19.00,508.00,19.23,0.00,4.00,277.00,111.00,388.00,7.00,64.00,34.00,35.00,21.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,97.00,62.00,1375.00,19.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,308.00,43.00,3660.00,4.67,24.00,4.17,10.00,1.93,0.00,0.00,0.00,92.10,19.00,117.00,2.27,0.00,0.00,0.00,314.00,1055.00,255.00,800.00,3.10,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,54.00,2120.00,39.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2009.00,WF,262.00,3116.00,10.54,0.00,25.00,9.00,154.00,19.14,0.00,1.00,132.00,52.00,184.00,1.00,8.00,40.00,40.00,12.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76.00,41.00,844.00,19.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,366.00,220.00,70.51,2274.00,19.74,14.00,0.56,17.00,5.36,0.00,0.00,0.00,227.47,29.00,376.00,6.96,0.00,0.00,1.00,418.00,1949.00,116.00,1833.00,5.04,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,65.00,2621.00,40.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2009.00,FSU,286.00,3468.00,11.82,0.00,16.00,14.00,251.00,14.00,0.00,3.00,248.00,131.00,379.00,13.00,70.00,40.00,44.00,19.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,97.00,49.00,1086.00,18.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,417.00,273.00,69.63,3259.00,9.53,26.00,2.17,12.00,1.00,0.00,0.00,0.00,154.83,13.00,59.00,2.70,0.00,0.00,0.00,414.00,1876.00,299.00,1577.00,3.84,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,54.00,2098.00,38.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2009.00,BC,148.00,2099.00,13.04,0.00,17.00,15.00,155.00,9.08,0.00,1.00,330.00,185.00,515.00,8.00,56.00,39.00,40.00,13.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78.00,65.00,1481.00,12.52,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,389.00,226.00,37.83,2528.00,4.07,12.00,1.90,10.00,1.10,0.00,0.00,0.00,76.10,28.00,168.00,5.80,0.00,0.00,0.00,396.00,1633.00,341.00,1292.00,3.78,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,35.00,1392.00,39.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2009.00,CLEM,209.00,2590.00,11.42,0.00,21.00,21.00,367.00,12.49,0.00,1.00,257.00,190.00,447.00,9.50,43.00,45.00,50.00,21.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108.00,44.00,932.00,18.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,351.00,177.00,48.98,2431.00,5.98,21.00,6.28,18.00,4.38,0.00,0.00,0.00,111.23,14.00,171.00,6.89,0.00,0.00,1.00,414.00,2033.00,157.00,1876.00,4.10,0.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,77.00,3145.00,40.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2009.00,GT,54.00,1398.00,27.80,0.00,9.00,12.00,135.00,6.56,0.00,1.00,165.00,106.00,271.00,2.50,24.00,59.00,60.00,14.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,101.00,46.00,1094.00,15.97,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,390.00,220.00,69.05,2688.00,12.03,23.00,27.83,13.00,2.30,0.00,0.00,0.00,257.38,26.00,374.00,7.34,0.00,0.00,2.00,473.00,2691.00,264.00,2427.00,4.37,0.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,55.00,2153.00,39.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2009.00,LOU,200.00,2387.00,11.94,NULL,9.00,10.00,53.00,5.30,NULL,1.00,226.00,116.00,342.00,6.50,51.00,20.00,23.00,13.00,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,59.00,49.00,1182.00,24.12,NULL,NULL,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,362.00,205.00,56.63,2507.00,6.93,9.00,2.49,11.00,3.04,NULL,NULL,NULL,946.40,17.00,193.00,11.35,NULL,NULL,1.00,417.00,1840.00,325.00,1515.00,3.63,NULL,15.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,NULL,NULL,58.00,2349.00,40.50,NULL,NULL,NULL,0.00,NULL,NULL,NULL
2009.00,NCST,229.00,3088.00,12.74,0.00,30.00,8.00,65.00,6.50,0.00,0.00,141.00,104.00,245.00,12.00,77.00,46.00,47.00,10.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76.00,54.00,1176.00,16.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,166.00,78.00,74.08,1774.00,18.63,11.00,26.55,6.00,13.28,0.00,0.00,0.00,291.58,21.00,281.00,13.38,0.00,0.00,2.00,773.00,4446.00,264.00,4182.00,6.55,0.00,47.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,37.00,1565.00,42.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2009.00,PITT,218.00,2724.00,12.50,NULL,23.00,15.00,129.00,8.60,NULL,1.00,229.00,122.00,351.00,15.00,94.00,46.00,48.00,23.00,30.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,115.00,49.00,1075.00,21.94,NULL,NULL,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,338.00,219.00,64.79,2747.00,8.13,23.00,6.80,8.00,2.37,NULL,NULL,NULL,304.60,22.00,169.00,7.68,NULL,NULL,0.00,466.00,2579.00,200.00,2379.00,5.11,NULL,25.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,NULL,NULL,44.00,1810.00,41.10,NULL,NULL,NULL,0.00,NULL,NULL,NULL
2009.00,SYR,229.00,2446.00,10.68,NULL,16.00,9.00,77.00,8.56,NULL,0.00,201.00,91.00,292.00,10.50,90.00,29.00,30.00,13.00,18.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,68.00,54.00,1250.00,23.15,NULL,NULL,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,353.00,229.00,64.87,2446.00,6.93,16.00,4.53,15.00,4.25,NULL,NULL,NULL,249.30,21.00,145.00,6.90,NULL,NULL,0.00,414.00,1851.00,288.00,1563.00,3.78,NULL,15.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,,NULL,NULL,58.00,2538.00,43.80,NULL,NULL,NULL,0.00,NULL,NULL,NULL
2009.00,MIA,231.00,3164.00,12.57,0.00,24.00,9.00,89.00,11.86,0.00,1.00,238.00,144.00,382.00,2.50,19.00,50.00,50.00,14.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92.00,61.00,1332.00,19.86,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,418.00,248.00,40.27,3275.00,4.80,32.00,3.60,13.00,2.67,0.00,0.00,0.00,87.00,27.00,276.00,8.36,0.00,0.00,0.00,408.00,1811.00,314.00,1497.00,3.45,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,46.00,1743.00,37.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2009.00,VT,123.00,2182.00,15.34,0.00,12.00,11.00,80.00,4.47,0.00,1.00,96.00,121.00,217.00,4.50,60.00,48.00,48.00,20.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108.00,57.00,1235.00,13.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,415.00,246.00,42.10,3405.00,5.70,25.00,7.53,17.00,1.40,0.00,0.00,0.00,112.00,25.00,223.00,7.17,0.00,0.00,2.00,401.00,2159.00,100.00,2059.00,6.77,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,51.00,2169.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
